第一闭环字段确认公开账本ID,来源第一闭环任务复核公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源第一闭环页列候选看板,来源私有字段确认工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段确认公开账本总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,字段审计范围,专业行ID,专业组出现ID,院校代码,来源页码,版面列,页码版面键,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,第一闭环页列候选看板ID,任务来源类型,PDFOCR提示记录状态,PDFOCR提示审阅桶,PDFOCR与高校辅证关系桶,PDFOCR提示字段数,高校辅证提示字段数,PDFOCR与高校辅证冲突字段数,PDFOCR与高校辅证一致字段数,机器坐标提示记录状态,机器坐标提示审阅桶,机器坐标提示关系桶,机器坐标是否可辅助核页,机器坐标提示字段数,候选提示综合桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
FIRSTFCONF-d57e8642d74df91d,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,185,30,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,50,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成；双人复核未完成,再选科目,再选科目,M-e16a5921623c531f,G-43eaec6deac85123,C150,80,right,080-right,FIRSTDETAIL-ebc96c1f44ce2d9a,FIRSTTASKREVIEW-d57e8642d74df91d,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPDFOCR-d57e8642d74df91d,FIRSTMCOORD-d57e8642d74df91d,FIRSTPAGECAND-436561705643ed1d,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,false,0,H4-无候选需人工看图,false,false,false,false,true,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-344c8218d22295dd,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,186,30,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,50,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成；双人复核未完成,再选科目,再选科目,M-608ab460a72422a3,G-43eaec6deac85123,C150,80,right,080-right,FIRSTDETAIL-fcb9481c7c03fe42,FIRSTTASKREVIEW-344c8218d22295dd,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPDFOCR-344c8218d22295dd,FIRSTMCOORD-344c8218d22295dd,FIRSTPAGECAND-436561705643ed1d,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,false,0,H4-无候选需人工看图,false,false,false,false,true,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-53a6733773f89dca,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,187,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,学费,学费,M-ec0d83fb4e950a93,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-0179bfd42b7b1ca7,FIRSTTASKREVIEW-53a6733773f89dca,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-53a6733773f89dca,FIRSTMCOORD-53a6733773f89dca,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,1,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-ad503cf41eec9ef7,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,188,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费,专业计划数；学费,M-6e01e1645d19ebfd,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-41a7cf56d34c7bb6,FIRSTTASKREVIEW-ad503cf41eec9ef7,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-ad503cf41eec9ef7,FIRSTMCOORD-ad503cf41eec9ef7,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-4d6c79d984f94054,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,189,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费,专业计划数；学费,M-f9c56d652fbb33cd,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-4643d67c0c0e950d,FIRSTTASKREVIEW-4d6c79d984f94054,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-4d6c79d984f94054,FIRSTMCOORD-4d6c79d984f94054,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-81b901bca70f4cb6,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,190,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费,专业计划数；学费,M-d5bfdfacbf80256f,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-71febc53a57d7ba0,FIRSTTASKREVIEW-81b901bca70f4cb6,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-81b901bca70f4cb6,FIRSTMCOORD-81b901bca70f4cb6,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-978f8bda22437f2d,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,191,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费,专业计划数；学费,M-916f5239ec5a0593,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-8b5219caa414373a,FIRSTTASKREVIEW-978f8bda22437f2d,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-978f8bda22437f2d,FIRSTMCOORD-978f8bda22437f2d,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-61e05efe753970b6,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,192,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,学费,学费,M-0892ad4e5c518719,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-9ccbf3429e4a8193,FIRSTTASKREVIEW-61e05efe753970b6,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-61e05efe753970b6,FIRSTMCOORD-61e05efe753970b6,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,1,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-f6591057dccbad4b,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,193,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费,专业计划数；学费,M-97356b83d76caabd,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-a0265b0156170fad,FIRSTTASKREVIEW-f6591057dccbad4b,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-f6591057dccbad4b,FIRSTMCOORD-f6591057dccbad4b,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-f2961ea6d9c5c6cc,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,194,31,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-b1b11d1758e31fc0,G-facec610841ca140,C108,70,right,070-right,FIRSTDETAIL-a86cefb127d2a1a9,FIRSTTASKREVIEW-f2961ea6d9c5c6cc,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,FIRSTPDFOCR-f2961ea6d9c5c6cc,FIRSTMCOORD-f2961ea6d9c5c6cc,FIRSTPAGECAND-f8f6bd246859ef8f,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,3,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
