官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-0a2527b05fc5acb7,ADM-2e02baaa00de891b,B0B1DIFF-0a2527b05fc5acb7,CLOSEMAJOR-0a2527b05fc5acb7,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1643,C0-P0证据闭环先核,M-b55b42a0731954d9,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,7,14,电子科学与技术（办学地点：长安校,,4,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,电子科学与技术,B5,4,,18888；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-873128c0784fe62f,ADM-01b1a365add4a4bc,B0B1DIFF-873128c0784fe62f,CLOSEMAJOR-873128c0784fe62f,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1646,C0-P0证据闭环先核,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,8,15,电磁场与无线技术（办学地点：长安校,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,电磁场与无线技术,B7,2,,/；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-847e4cc1c8773f83,ADM-1d4020abd21f5fc0,B0B1DIFF-847e4cc1c8773f83,CLOSEMAJOR-847e4cc1c8773f83,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1665,C0-P0证据闭环先核,M-216cedcbd6540689,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,13,20,电气工程及其自动化（办学地点：长安,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,电气工程及其自动化,C7,2,,20901；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8d2a4cb221003db6,ADM-94549c85e828c985,B0B1DIFF-8d2a4cb221003db6,CLOSEMAJOR-8d2a4cb221003db6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1670,C0-P0证据闭环先核,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,15,22,网络空间安全（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,网络空间安全,D1,2,,/；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-0d3d1669195628ee,ADM-54f60cbc9c994a90,B0B1DIFF-0d3d1669195628ee,CLOSEMAJOR-0d3d1669195628ee,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1675,C0-P0证据闭环先核,M-b54865ae837a800d,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,17,24,信息对抗技术（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,信息对抗技术,D3,2,,17446；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-668574ebc08db4d9,ADM-7c1681b793ca0dcf,B0B1DIFF-668574ebc08db4d9,CLOSEMAJOR-668574ebc08db4d9,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1677,C0-P0证据闭环先核,M-9807e5b6e5757591,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,18,25,新能源材料与器件（办学地点：长安校,,1,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,新能源材料与器件,D6,1,,21489；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-da57aef9607a888b,ADM-8389c984daf752f4,B0B1DIFF-da57aef9607a888b,CLOSEMAJOR-da57aef9607a888b,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1678,C0-P0证据闭环先核,M-188931cfb2409b2a,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,19,26,邮政工程（办学地点：雁塔校区）,,6000,化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,邮政工程,D9,1,,22070；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-ba26fd3130a37dee,ADM-3bc758747aacad9e,B0B1DIFF-ba26fd3130a37dee,CLOSEMAJOR-ba26fd3130a37dee,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,2109,C0-P0证据闭环先核,M-eb78e1c31fae9e22,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,1,13,大气科学（办学地点：航空港校区）,,6240,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,大气科学,,3,6240,物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f1d30a6cbedbc583,ADM-2c9dd50483e79566,B0B1DIFF-f1d30a6cbedbc583,CLOSEMAJOR-f1d30a6cbedbc583,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,2123,C0-P0证据闭环先核,M-4d07d36dc438349c,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,2,14,应用气象学（办学地点：航空港校区）,,6240,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,应用气象学,,2,6240,物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-ff3f83c1871d62a3,ADM-03d1326b17f5fdfc,B0B1DIFF-ff3f83c1871d62a3,CLOSEMAJOR-ff3f83c1871d62a3,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,2131,C0-P0证据闭环先核,M-8281eec06d651680,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,3,15,电子信息工程（办学地点：航空港校,,6240,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,电子信息工程,,2,6240,物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-2213d60f1ebe13cd,ADM-5be136f8fa827166,B0B1DIFF-2213d60f1ebe13cd,CLOSEMAJOR-2213d60f1ebe13cd,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,2348,C0-P0证据闭环先核,M-8aed30091b7482da,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,19,31,信息与计算科学（办学地点：航空港校区）,,6240,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,信息与计算科学,,1,6240,物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
