来源期号,来源PDF_SHA256,数据阶段,最终可用,源文件,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,版面列,专业代号OCR,专业名称及备注OCR,来源页码,再选科目OCR候选,专业计划数OCR候选,专业计划数OCR数字候选,学费OCR候选,学费OCR数字候选,字段完整性标记,异常规则ID,异常类型,严重程度,异常证据,核验状态,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F203,河北金融学院,F20305,05,F20305 河北金融学院第 05组,right,09,金融学（中外合作办学）（河北金融学院与爱尔兰格里菲斯学院共同举办外方专业课授课语言为英语. 培养模式为“4+0”双证，四年全程在河北金融学院学习，达到规定条件后可获得我校毕业证和双方学士学位证，学费暂密36000元/年，实际费用以省发改委F204 北华航天工业学院（公办）（河北）,103,不限,5,5,,,missing_tuition_candidate;tuition_over_15000,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F204北华航天工业学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F204,北华航天工业学院,F20403,03,F20403/北华航天工业学院第03组,right,14,飞行器控制与信息工程（在固安校区就读）F205河北经贸大学（公办）（河北）,103,,2,2,4900,4900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F205河北经贸大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F205,河北经贸大学,F20502,02,F20502河北经贸大学第 02组,left,09,财政学,104,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F205,河北经贸大学,F20503,03,F20503 河北经贸大学第03组,left,15,数字经济F206河北中医药大学（公办）（河北）,104,不限,20,20,4600,4600,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F206河北中医药大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F206,河北中医药大学,F20601,01,F20601|河北中医药大学第01 组,left,03,中医儿科学（色盲、色弱不予录取：学制：五年）,104,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F206,河北中医药大学,F20606,06,F20606河北中医药大学第 06组,left,10,护理学（色盲、色弱不予录取）F208 河北环境工程学院（公办）（河北）,104,生物,2,2,5200,5200,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F208河北环境工程学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F208,河北环境工程学院,F20802,02,F20802/河北环境工程学院第 02组,left,07,软件工程F209河北科技工程职业技术大学（公办）（河,104,,24,24,5390,5390,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F209河北科技工程职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F209,河北科技工程职业技术大学,F20903,03,F20903河北科技工程职业技术大学第03 组,left,10,生态环境工程技术F210河北工业职业技术大学（公办）（河北）,104,,23,23,4900,4900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F210河北工业职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F210,河北工业职业技术大学,F21002,02,F21002 河北工业职业技术大学第 02组,left,02,钢铁智能轧制技术,104,不限,,,5,5,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,5,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F210,河北工业职业技术大学,F21006,06,F21006河北工业职业技术大学第 06组,right,09,材料化治金应用技术（色盲考生不予录取）F241 河北科技学院（民办）（河北）,104,,,,4900,4900,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F241河北科技学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F241,河北科技学院,F24101,01,F24101河北科技学院第01组,right,01,人工智能（办学地点：唐山校区）F242河北外国语学院（民办）（河北）,104,,,,22000,22000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F242河北外国语学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F242,河北外国语学院,F24203,03,F24203河北外国语学院第 03组,right,12,物联网工程,104,化学,,,|21000,21000,missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,|21000,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F242,河北外国语学院,F24203,03,F24203河北外国语学院第 03组,right,14,软件工程F244 华北理工大学轻工学院（独立）（河北）,104,,,,21000,21000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F244华北理工大学轻工学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F244,华北理工大学轻工学院,F24402,02,F24402|华北理工大学轻工学院第02组,right,04,计算机科学与技术（办学地点：滨海校F248 河北医科大学临床学院（独立）（河北）,104,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F248河北医科大学临床学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F244,华北理工大学轻工学院,F24402,02,F24402|华北理工大学轻工学院第02组,right,04,计算机科学与技术（办学地点：滨海校F248 河北医科大学临床学院（独立）（河北）,104,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F248,河北医科大学临床学院,F24802,02,F24802/河北医科大学临床学院第02组,right,02,临床医学（不招收色盲色弱考生；学制：五年）,104,,,,|10000,10000,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,|10000,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F248,河北医科大学临床学院,F24803,03,F24803/河北医科大学临床学院第03组,right,04,护理学（不招收色盲色弱考生）F251河北工程大学科信学院（独立）（河北）,104,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F251河北工程大学科信学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F248,河北医科大学临床学院,F24803,03,F24803/河北医科大学临床学院第03组,right,04,护理学（不招收色盲色弱考生）F251河北工程大学科信学院（独立）（河北）,104,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F251,河北工程大学科信学院,F25104,04,F25104/河北工程大学科信学院第04组,right,07,材料成型及控制工程,104,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F251,河北工程大学科信学院,F25104,04,F25104/河北工程大学科信学院第04组,right,17,给排水科学与工程,104,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F251,河北工程大学科信学院,F25104,04,F25104/河北工程大学科信学院第04组,right,19,交通工程F252河北石油职业技术大学（公办）（河北）,104,,,,10000,10000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F252河北石油职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
