W0B0最小人工复核明细ID,W0B0最小人工复核包ID,来源第一闭环事实核验包明细,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内最小复核序号,最小人工复核包序号,页码版面键,来源页码,版面列,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,是否需要人工看图,是否需要双人复核,人工最小复核动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
W0B0MANITEM-e56d3ecb8c74de80,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,6,3,199-left,199,left,FIRSTFACTITEM-6fcbc55cafea1049,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTFACT-3b2a2be68b8dbd72,FIRSTDETAIL-93e1c6f08abff549,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,081cce8ce3db38f30d1c420f6264d2e5f94e99a720a02e9b2f18106277ad55c8,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-069110461e5cec83,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,7,3,199-left,199,left,FIRSTFACTITEM-b301aa1f41356925,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTDETAIL-a54f685382d6b1c6,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,ddbe7d2a1ecc31badc572edd97e84159a8acf8fdb75ca0d38416f05946b51b06,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-c08721feddc4095d,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,8,3,199-left,199,left,FIRSTFACTITEM-978c92103441216f,FIRSTSCOPE-a5ff732e2aa5fe22,FIRSTFACT-bc024cb5a14f1c31,FIRSTDETAIL-393dba8354b77b5e,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,0572e9f0722e6f27d7fddf037be9638edbe3ea39e9e85a9548318c0896b3a141,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-653f76359bfb36f8,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,9,3,199-left,199,left,FIRSTFACTITEM-8f635a4b2589bd3f,FIRSTSCOPE-1ced7154f176f51e,FIRSTFACT-1202e21cc7042e5f,FIRSTDETAIL-93e1c6f08abff549,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,abccc15940f6abb0e7e9bd6020550f3b561c4fbf2c39d10dcf08fe4b6b0f53bc,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-2ca40703b9b184e2,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,10,3,199-left,199,left,FIRSTFACTITEM-3c8e2b50a6652734,FIRSTSCOPE-dd75500b48f35225,FIRSTFACT-7dcc19d9d7875933,FIRSTDETAIL-a54f685382d6b1c6,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,998397cbd84923da0fc43f799b49aa94d7befcf2f0e893406ce985617f74a17c,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-89e7cd9bf40aa996,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,11,3,199-left,199,left,FIRSTFACTITEM-5336d9797434a64d,FIRSTSCOPE-98915f6bb403cb70,,FIRSTDETAIL-b0445279f2648fcb,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H945,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,26176586b0fdf7e0fccfcef175479f4713d2968657bca7d6ebc30f5819c2ae7d,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-110f332f071aac6f,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,4,209-right,209,right,FIRSTFACTITEM-5076e0b8703fa822,FIRSTSCOPE-7246aa9f78bc2beb,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×4；N4-PDFOCR候选人工确认×3；N5-多源一致仍待湖北官方侧×4,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,45be7e3a1c16b494ac2cb405961049e0dd51bb26c399627e1eef925ee27ea198,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-1633af738cf3bf1e,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,4,209-right,209,right,FIRSTFACTITEM-fdf44ec031012376,FIRSTSCOPE-506e3102ec1b2df3,FIRSTFACT-46936b86730c7aca,FIRSTDETAIL-1c3252c859c2d2ea,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7d9bb7e5d3aff8a53ba9c4e5bc5458d226dbbab518c2455bc46a5640be2b3209,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-5fb49395e3be9dac,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,4,209-right,209,right,FIRSTFACTITEM-5d5dcb624422b14e,FIRSTSCOPE-8fe77cda62670b4f,FIRSTFACT-3c96ab669faf89cd,FIRSTDETAIL-ac9be6f84b5cb492,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,777ef26b18eb9c1bf6c89e07927acbd380941308ba474fe6fbf096bd52dcda2f,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-f1d1050bf9837fd1,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,4,209-right,209,right,FIRSTFACTITEM-202a85d87e8d86f5,FIRSTSCOPE-95edeee345346a72,FIRSTFACT-dd5539e4054ed8f6,FIRSTDETAIL-1c3252c859c2d2ea,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,6caadbbc8ffbbe4b1ccfea8f0e6b19a52b7e4f971ce82f49ea3bc55baa278b85,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-7f77961e3d6efd2e,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,4,209-right,209,right,FIRSTFACTITEM-8aea68dfca6d58c1,FIRSTSCOPE-8c72fcf8d418015e,FIRSTFACT-135a6613929a3e67,FIRSTDETAIL-ac9be6f84b5cb492,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c6f9d5f64c7a8f8b19e4eddad27009e3ac11050505dde03b74b496960cdb8367,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-14363f2ff62d8629,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,6,4,209-right,209,right,FIRSTFACTITEM-ddefd6a21e60f708,FIRSTSCOPE-a39e2f6c74c50800,FIRSTFACT-92d847dc4d6ca017,FIRSTDETAIL-1c3252c859c2d2ea,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,521a968a6fb78f67eb364092c5771a3490f15030bbab36a24da0e2341b0e3c4c,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-5cd0ec2163d561fe,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,7,4,209-right,209,right,FIRSTFACTITEM-0ce1a23cdf25b509,FIRSTSCOPE-c4191607a26270ed,FIRSTFACT-a7df9fee8affdd52,FIRSTDETAIL-ac9be6f84b5cb492,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,257824f1b93465209cb971dc7a17789c9a660e78309262419b62fcb90f66b6eb,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-b941dc81f6eeec38,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,8,4,209-right,209,right,FIRSTFACTITEM-74847317159d36b9,FIRSTSCOPE-b6d145a5dfb7e607,,FIRSTDETAIL-321c7d17dc30653c,M-912162e2ec586cf5,G-e377a7e078e92213,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7fd0a9e8e6a028df518aa3b75e2acdc4289620d06bd4df53d3bba6104231ce31,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-270d8160215293fc,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,9,4,209-right,209,right,FIRSTFACTITEM-563b2b85e390fe24,FIRSTSCOPE-9e787463b284ab66,,FIRSTDETAIL-b23680d0e33b54fd,M-026664ca0517a54d,G-e377a7e078e92213,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3ad20f19c63c9c428a3694b86dfde56a3b3a66124c397af07cce81e5b51bfbcf,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-a85f313f8f0ebfcc,W0B0MANPKT-88105520e62ee00c,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,10,4,209-right,209,right,FIRSTFACTITEM-f995e81d72551e37,FIRSTSCOPE-72031ccb0b5073bc,,FIRSTDETAIL-ff3b9d7ceecbddf8,M-946c01fc445f6eb2,G-e377a7e078e92213,K153,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,false,false,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只作定位。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,4ba8e2a29889225ba42dee6cc6b812c47b30c5f421352bb518073aae9eb539c7,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-83b18f813b48d5c7,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,5,226-right,226,right,FIRSTFACTITEM-4ae7d2cc0d271a5e,FIRSTSCOPE-ea93ad2ffb5e02bc,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×2,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,e2d435959950af2588a5fb58093cf71f1170f6be1b3b379de17bba3902a08768,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-527ef2aaaea8e739,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,5,226-right,226,right,FIRSTFACTITEM-a1f174a217963288,FIRSTSCOPE-238d8504b130c6eb,FIRSTFACT-595f2b9daa46bca0,FIRSTDETAIL-b5b65845644b6e4b,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7c319cd0c1ce42e0978b7ec8ad29a1a021fae1726fb5d3f3b3b400d742903d67,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-b1f6dde6b17e654a,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,5,226-right,226,right,FIRSTFACTITEM-67a047d3cbeef908,FIRSTSCOPE-4fa126657ddae32b,FIRSTFACT-cda6bc0241d69643,FIRSTDETAIL-ef35601f652ae549,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,06cd709f0db4a5bd8398c7f26c3cd1ad99926ff0b99dc22a160809dd089ca5f2,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-fedb2cb1b9883807,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,5,226-right,226,right,FIRSTFACTITEM-a7dc040c05d2b412,FIRSTSCOPE-a15b998e8c9021a3,FIRSTFACT-fe3de917e4293f03,FIRSTDETAIL-b5b65845644b6e4b,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,fb939f36b4135e73f1514c515b7e3101443c175e9b0d86326db5816aed593965,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-b873d275429e5905,W0B0MANPKT-a5740353320cf69b,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,5,226-right,226,right,FIRSTFACTITEM-5409d2d04210fafd,FIRSTSCOPE-0255ed909c4bfb29,FIRSTFACT-8f25ecd6b3796d58,FIRSTDETAIL-ef35601f652ae549,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,59b4bb16e42d01cba35a11fe3b33431fbf66c94185b28e802e742215134f233d,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
