官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-16907023c0523d32,ADM-140607d3c60e5888,B0B1DIFF-16907023c0523d32,CLOSEMAJOR-16907023c0523d32,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1390,C0-P0证据闭环先核,M-11e1f50543f8c02d,G-d202caf3a5b24060,H001,杭州电子科技大学,H00104,137,7,19,光电信息科学与工程（办学地点：第学年在绍兴校区，第二学年起在下沙校区）,2,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,光电信息科学与工程,,2,,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-846cb8710f5008dc,,B0B1DIFF-846cb8710f5008dc,CLOSEMAJOR-846cb8710f5008dc,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1391,C0-P0证据闭环先核,M-dc61dcdf8f0ea703,G-1e050cd917e0bb3f,H026,浙江传媒学院,H02604,141,3,21,摄影（桐乡乌镇校区）,,10300,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c9486ac674f54bd5,,B0B1DIFF-c9486ac674f54bd5,CLOSEMAJOR-c9486ac674f54bd5,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1392,C0-P0证据闭环先核,M-8347f15855935191,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,3,25,网络与新媒体（桐乡乌镇校区）,,4800,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f59cd97913f660eb,ADM-6e7b9045ae912486,B0B1DIFF-f59cd97913f660eb,CLOSEMAJOR-f59cd97913f660eb,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,PDF原页计划数列；湖北官方系统/省招办计划；OCR字段错位排查,1393,C0-P0证据闭环先核,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,10,12,功能材料,5800,,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,功能材料,,2,5800,,exact_after_normalization,100,mismatch,计划数冲突,true,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f0d4062d75254159,ADM-6c38b5038626db3e,B0B1DIFF-f0d4062d75254159,CLOSEMAJOR-f0d4062d75254159,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1394,C0-P0证据闭环先核,M-bee7f31a873d58fe,G-d202caf3a5b24060,H001,杭州电子科技大学,H00104,137,8,20,统计学（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,4,5300,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,统计学,,4,,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-a1df6a8fa873b414,,B0B1DIFF-a1df6a8fa873b414,CLOSEMAJOR-a1df6a8fa873b414,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1395,C0-P0证据闭环先核,M-e98b15b620ebfb3a,G-1e050cd917e0bb3f,H026,浙江传媒学院,H02604,141,4,22,戏剧影视文学（桐乡乌镇校区）,,9000,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-80f6125102d85900,,B0B1DIFF-80f6125102d85900,CLOSEMAJOR-80f6125102d85900,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1396,C0-P0证据闭环先核,M-52f947f00c8cca9d,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,4,26,广告学（桐乡乌镇校区）,,4800,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-11a51371bbe0a5df,ADM-2d83b29ab6d6081a,B0B1DIFF-11a51371bbe0a5df,CLOSEMAJOR-11a51371bbe0a5df,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1397,C0-P0证据闭环先核,M-2a039956ee3b5d43,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,11,GA,。,,,,has_partial_source_needs_followup,unmatched,,,,,,,ocr_major_name_empty,0,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8570be7f668a65f6,ADM-c10aab796b0e8ac3,B0B1DIFF-8570be7f668a65f6,CLOSEMAJOR-8570be7f668a65f6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1398,C0-P0证据闭环先核,M-7fbf4b0f615e4a72,G-d202caf3a5b24060,H001,杭州电子科技大学,H00104,137,9,21,入工智能（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,2,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,人工智能,,2,,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bc50b43ebc304258,,B0B1DIFF-bc50b43ebc304258,CLOSEMAJOR-bc50b43ebc304258,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1399,C0-P0证据闭环先核,M-6530db4116dedb4a,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,5,27,汉语言文学（桐乡乌镇校区）,,4800,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-199ce5b696808ab1,ADM-4c69aa7ebbcb3602,B0B1DIFF-199ce5b696808ab1,CLOSEMAJOR-199ce5b696808ab1,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1400,C0-P0证据闭环先核,M-5fd054de901efdb3,G-74160594692a9e74,H026,浙江传媒学院,H02606,141,5,35,电子科学与技术（演艺工程与舞台技术；办学地点：杭州钱塘校区）,2,5500,,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bb2466a2037f7c86,ADM-0385bca1f3958b95,B0B1DIFF-bb2466a2037f7c86,CLOSEMAJOR-bb2466a2037f7c86,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1401,C0-P0证据闭环先核,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,12,KA,。院校代号,,,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched,0,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b8b7b486da880109,,B0B1DIFF-b8b7b486da880109,CLOSEMAJOR-b8b7b486da880109,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1402,C0-P0证据闭环先核,M-ea169c0e3153f04c,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,6,28,广播电视学（办学地点：杭州钱塘校,,5500,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-fb8f263159e12db0,ADM-c7b57fcd09b000ca,B0B1DIFF-fb8f263159e12db0,CLOSEMAJOR-fb8f263159e12db0,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1403,C0-P0证据闭环先核,M-17f719aa9334991c,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,13,13,资源循环科学与工程,2,5800,要求,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,资源循环科学与工程,,2,5800,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8a133f07b653d0a6,,B0B1DIFF-8a133f07b653d0a6,CLOSEMAJOR-8a133f07b653d0a6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1404,C0-P0证据闭环先核,M-6265ed1014bcea0d,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,7,29,新闻学（办学地点：杭州钱塘校区）,,4800,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-a89312e517873de0,ADM-1bad58f7fe79ab1a,B0B1DIFF-a89312e517873de0,CLOSEMAJOR-a89312e517873de0,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,1405,C0-P0证据闭环先核,M-9e27f51eb2cc6645,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,14,14,浓车服务工程,1,5800,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,汽车服务工程,,1,5800,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f1af00203ded4ac4,,B0B1DIFF-f1af00203ded4ac4,CLOSEMAJOR-f1af00203ded4ac4,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,1406,C0-P0证据闭环先核,M-67ff10b6793b3702,G-a901d833aa67309e,H026,浙江传媒学院,H02605,141,8,30,传播学（办学地点：杭州钱塘校区）,12,4800,,needs_official_plan_source_search,,,,,,,,,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4f86f87273673d3d,ADM-caeaa426fe0c88ac,B0B1DIFF-4f86f87273673d3d,CLOSEMAJOR-4f86f87273673d3d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,1407,C0-P0证据闭环先核,M-333b9b0165c63dc9,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,15,15,车辆工程F903 江苏海洋大学（公办）（江苏）,2,5800,,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_embedded_other_school_marker,0,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-9bd945377648324c,,B0B1DIFF-9bd945377648324c,CLOSEMAJOR-9bd945377648324c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1408,C0-P0证据闭环先核,M-05ce5b077ba2d9fc,G-717c88853e970b3e,A195,兰州大学,A19513,56,1,50,核工程与核技术（核聚变科学与工程方向；办学地点：甘肃兰州）,,5800,化学,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8f5dd75d588dbb2c,,B0B1DIFF-8f5dd75d588dbb2c,CLOSEMAJOR-8f5dd75d588dbb2c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1409,C0-P0证据闭环先核,M-291a12caf8ef086b,G-0b1a0eec228bb51e,A195,兰州大学,A19514,56,1,55,生物技术（生物育种创新班：办学地原：甘肃兰州）,,2,化学,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c500887b00ab6dca,,B0B1DIFF-c500887b00ab6dca,CLOSEMAJOR-c500887b00ab6dca,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1410,C0-P0证据闭环先核,M-321a6ff603ddbfe2,G-5c0a97dc4557f9b9,A195,兰州大学,A19515,56,1,61,地理科学类（含基地班；自然地理与资源环境、，人文地理与城乡规划、地理信息科学；根据本入意愿分流，进入理地班须选拔：办学地点：甘肃兰州）,,3,化学,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-0857044a2b8055a6,,B0B1DIFF-0857044a2b8055a6,CLOSEMAJOR-0857044a2b8055a6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1411,C0-P0证据闭环先核,M-29237791cb84cc23,G-939abbb0633faddd,A195,兰州大学,A19516,56,1,67,临床医学（办学地点：甘肃兰州；学制：五年）,,15,,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-09c4fca0d5418942,,B0B1DIFF-09c4fca0d5418942,CLOSEMAJOR-09c4fca0d5418942,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1412,C0-P0证据闭环先核,M-06d6087c032191d4,G-717c88853e970b3e,A195,兰州大学,A19513,56,2,51,辐射防护与核安全（办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-5fbd63507390f0d1,,B0B1DIFF-5fbd63507390f0d1,CLOSEMAJOR-5fbd63507390f0d1,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1413,C0-P0证据闭环先核,M-997750f5e04a8985,G-0b1a0eec228bb51e,A195,兰州大学,A19514,56,2,56,生态学（生态信息学创新班；办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8fe202f4f0565aaf,,B0B1DIFF-8fe202f4f0565aaf,CLOSEMAJOR-8fe202f4f0565aaf,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,1414,C0-P0证据闭环先核,M-e94eb50dcea704ca,G-5c0a97dc4557f9b9,A195,兰州大学,A19515,56,2,62,环境科学与工程（办学地点：甘肃兰,,3,,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
