第一闭环机器坐标候选公开审计ID,来源第一闭环PDFOCR候选公开审计,来源第一闭环PDFOCR候选摘要,来源第一闭环PDFOCR候选私有工作台,来源P0字段机器坐标候选表,来源第一闭环机器坐标候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,原PDFOCR候选记录状态,原PDFOCR候选审阅桶,原PDFOCR与高校辅证关系桶,机器坐标候选记录状态,机器坐标候选审阅桶,机器坐标候选关系桶,是否原缺PDFOCR,是否机器坐标可补候选,是否从缺PDFOCR提升为机器坐标待核,匹配P0机器坐标记录数,单一机器坐标候选记录数,无机器坐标候选记录数,机器坐标冲突或多值记录数,机器坐标候选字段数,机器坐标候选字段类别,机器坐标候选置信等级,机器坐标候选规则ID,P0字段机器候选任务ID,来源P0字段原页重读任务ID,来源字段事实核验任务ID,页级保真队列ID,专业行原页证据锚点ID,候选证据行号数量,候选证据坐标数量,私有字段明细状态,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,机器坐标是否允许自动写回主表,机器坐标是否允许自动回填候选,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTMCOORD-8d4ac049af379e0c,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,20,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-9fb134ed7e2c215d,FIRSTTASKREVIEW-8d4ac049af379e0c,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,FIRSTPDFOCR-8d4ac049af379e0c,109,left,109-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-e7fa47854b77d98e,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,20,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-a0e1bc6648e21db0,FIRSTTASKREVIEW-e7fa47854b77d98e,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,FIRSTPDFOCR-e7fa47854b77d98e,109,left,109-left,自动官网辅证任务,专业计划数；学费,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-612e46567a4a8571,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,20,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b50d8b9170f5d692,FIRSTTASKREVIEW-612e46567a4a8571,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,FIRSTPDFOCR-612e46567a4a8571,109,left,109-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-9b01d37d8e5203c5,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,20,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-f0c16ae7f65a6b84,FIRSTTASKREVIEW-9b01d37d8e5203c5,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,FIRSTPDFOCR-9b01d37d8e5203c5,109,left,109-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-8de9c99c2f34ebe6,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,21,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-873fb0a3fa03869b,FIRSTTASKREVIEW-8de9c99c2f34ebe6,FIRSTPAGE-ed94df7696953cc5,FIRSTREVIEW-ed94df7696953cc5,FIRSTPDFOCR-8de9c99c2f34ebe6,226,right,226-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-9cc8513eef298f06,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,21,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b5b65845644b6e4b,FIRSTTASKREVIEW-9cc8513eef298f06,FIRSTPAGE-ed94df7696953cc5,FIRSTREVIEW-ed94df7696953cc5,FIRSTPDFOCR-9cc8513eef298f06,226,right,226-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-e3980e6331684106,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,21,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-ef35601f652ae549,FIRSTTASKREVIEW-e3980e6331684106,FIRSTPAGE-ed94df7696953cc5,FIRSTREVIEW-ed94df7696953cc5,FIRSTPDFOCR-e3980e6331684106,226,right,226-right,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-81d7b5e881db96f3,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,21,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-fb79b9a18ba8b23b,FIRSTTASKREVIEW-81d7b5e881db96f3,FIRSTPAGE-ed94df7696953cc5,FIRSTREVIEW-ed94df7696953cc5,FIRSTPDFOCR-81d7b5e881db96f3,226,right,226-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-10567eeea0e59a50,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,22,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-134083d40026d857,FIRSTTASKREVIEW-10567eeea0e59a50,FIRSTPAGE-38a317f5bf72d0ce,FIRSTREVIEW-38a317f5bf72d0ce,FIRSTPDFOCR-10567eeea0e59a50,38,right,038-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_RIGHT_X_0.82_0.875_LEN_1_3,P0COORDCAND-1c06bd57527876df,FIELDP0REREAD-168184abcc7300a0,FIELDVERIFY-f6a714d5a826b8bd,PAGEFID-2c3ae2455af8b0dd,PDFANCHOR-d65287bf740b2975,1,1,private_machine_coordinate_candidate_seeded,true,true,false,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-0a166ae6af261bfc,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,22,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-d98431b572fa7397,FIRSTTASKREVIEW-0a166ae6af261bfc,FIRSTPAGE-38a317f5bf72d0ce,FIRSTREVIEW-38a317f5bf72d0ce,FIRSTPDFOCR-0a166ae6af261bfc,38,right,038-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_RIGHT_X_0.82_0.875_LEN_1_3,P0COORDCAND-dd52fc669fe01a06,FIELDP0REREAD-cefa7c3c8941ef9f,FIELDVERIFY-8827a40cc11315cb,PAGEFID-2c3ae2455af8b0dd,PDFANCHOR-bf8cf521dceb016a,1,1,private_machine_coordinate_candidate_seeded,true,true,false,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-56e487ee8ce05cbe,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-0775ff576577408b,FIRSTTASKREVIEW-56e487ee8ce05cbe,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,FIRSTPDFOCR-56e487ee8ce05cbe,82,right,082-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_RIGHT_X_0.82_0.875_LEN_1_3,P0COORDCAND-94467686e9437ab0,FIELDP0REREAD-addd3ec626ea2764,FIELDVERIFY-1d22d981f7d9cffd,PAGEFID-b4fcf8ff6f0704e3,PDFANCHOR-eb7815ae3da38e6d,1,1,private_machine_coordinate_candidate_seeded,true,true,false,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-7679be6e6d044af2,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-4b301da384283fec,FIRSTTASKREVIEW-7679be6e6d044af2,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,FIRSTPDFOCR-7679be6e6d044af2,82,right,082-right,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_RIGHT_X_0.82_0.875_LEN_1_3,P0COORDCAND-5249eae7b21dd508,FIELDP0REREAD-3f9d54bd673c60d0,FIELDVERIFY-9ff70ceddcea00b7,PAGEFID-b4fcf8ff6f0704e3,PDFANCHOR-064f76277b2fa722,1,1,private_machine_coordinate_candidate_seeded,true,true,false,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-8102426638b58fa9,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,24,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b3e6cbef91c35c3d,FIRSTTASKREVIEW-8102426638b58fa9,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPDFOCR-8102426638b58fa9,137,left,137-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-5c2626fc4acf879b,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,24,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b6403975e8cab9e3,FIRSTTASKREVIEW-5c2626fc4acf879b,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPDFOCR-5c2626fc4acf879b,137,left,137-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
