第一闭环PDFOCR候选公开审计ID,来源第一闭环执行队列,来源第一闭环任务复核公开账本,来源第一闭环私有预填公开审计,来源第一闭环私有复核材料,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,PDFOCR候选审计总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,PDFOCR候选记录证据编号,PDFOCR候选记录状态,PDFOCR候选审阅桶,PDFOCR与高校辅证关系桶,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,是否有PDFOCR计划数候选,是否有PDFOCR学费候选,是否有PDFOCR选科候选,是否有高校计划数线索,是否有高校学费线索,是否有高校选科线索,是否存在PDFOCR与高校冲突,是否存在PDFOCR与高校一致字段,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTPDFOCR-7679be6e6d044af2,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,160,22,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-4b301da384283fec,FIRSTTASKREVIEW-7679be6e6d044af2,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,FIRSTPREFILLAUDIT-cfa201a8f79e7d0e,82,right,082-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-7679be6e6d044af2,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8102426638b58fa9,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,161,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b3e6cbef91c35c3d,FIRSTTASKREVIEW-8102426638b58fa9,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPREFILLAUDIT-15ba87f70c7f53a2,137,left,137-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8102426638b58fa9,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-5c2626fc4acf879b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,162,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b6403975e8cab9e3,FIRSTTASKREVIEW-5c2626fc4acf879b,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPREFILLAUDIT-15ba87f70c7f53a2,137,left,137-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-5c2626fc4acf879b,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-1abd0beec638e8e9,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,163,24,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-9bf7591b36b04599,FIRSTTASKREVIEW-1abd0beec638e8e9,FIRSTPAGE-1d715f85ac144ecb,FIRSTREVIEW-1d715f85ac144ecb,FIRSTPREFILLAUDIT-1d715f85ac144ecb,14,left,014-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-1abd0beec638e8e9,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-f2c2f821c8357bb8,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,164,25,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-9fb919fe97c2ce42,FIRSTTASKREVIEW-f2c2f821c8357bb8,FIRSTPAGE-807f1d9e99948b29,FIRSTREVIEW-807f1d9e99948b29,FIRSTPREFILLAUDIT-807f1d9e99948b29,32,right,032-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-f2c2f821c8357bb8,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2e30cc89b7ca29a8,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,165,26,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-78b92f1342e2c4ac,FIRSTTASKREVIEW-2e30cc89b7ca29a8,FIRSTPAGE-9e2f12395b6c066b,FIRSTREVIEW-9e2f12395b6c066b,FIRSTPREFILLAUDIT-9e2f12395b6c066b,33,right,033-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2e30cc89b7ca29a8,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8e78552dd1bc2112,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,166,27,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-7ba82baf885195e0,FIRSTTASKREVIEW-8e78552dd1bc2112,FIRSTPAGE-26bbbf78aa76ddbe,FIRSTREVIEW-26bbbf78aa76ddbe,FIRSTPREFILLAUDIT-26bbbf78aa76ddbe,102,left,102-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8e78552dd1bc2112,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-bae22737eb5d9708,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,167,28,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-2a1312b99fd1acf8,FIRSTTASKREVIEW-bae22737eb5d9708,FIRSTPAGE-db5ce399a7fd30e8,FIRSTREVIEW-db5ce399a7fd30e8,FIRSTPREFILLAUDIT-db5ce399a7fd30e8,228,left,228-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-bae22737eb5d9708,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-0aac45c62ae6c0b1,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,168,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-20a379c5af2a6ec2,FIRSTTASKREVIEW-0aac45c62ae6c0b1,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-0aac45c62ae6c0b1,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-4c9c100689af3b70,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,169,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-2c7676b40df67140,FIRSTTASKREVIEW-4c9c100689af3b70,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-4c9c100689af3b70,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-0114e7b4d9da4f7d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,170,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-5c49755070b48e70,FIRSTTASKREVIEW-0114e7b4d9da4f7d,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-0114e7b4d9da4f7d,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-6f1149591ad7542f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,171,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-5f1ac3cc2efb71c4,FIRSTTASKREVIEW-6f1149591ad7542f,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-6f1149591ad7542f,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8581fa88d971efbc,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,172,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-604e240ec07de804,FIRSTTASKREVIEW-8581fa88d971efbc,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8581fa88d971efbc,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-b681b3e9737c1108,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,173,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-7518c4efaa62ae79,FIRSTTASKREVIEW-b681b3e9737c1108,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-b681b3e9737c1108,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-6fb9e8a1852dd1fa,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,174,29,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,FIRSTDETAIL-8ee09d8ece93b910,FIRSTTASKREVIEW-6fb9e8a1852dd1fa,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,FIRSTPREFILLAUDIT-6bd94b5fb0abfec4,80,right,080-right,P0人工字段任务,再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-6fb9e8a1852dd1fa,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
