G0冲突字段补证缺口页列通道汇总ID,来源G0冲突字段补证缺口任务公开账本,来源G0冲突字段补证闭环结果页列汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,页列通道汇总序号,页码版面键,来源页码,版面列,证据通道序号,证据通道,证据通道类型,证据通道执行层级,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,可并行执行任务数,待前置闭环任务数,当前通道状态分布,当前阻断桶分布,补证执行优先级分布,补证执行泳道分布,缺口任务集合SHA256,闭环结果集合SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,页列通道下一步动作,公开安全策略
G0FIELDGAPPAGE-1223c55aea90ae6f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,48,199-left,199,left,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,0,pending_pdf_page_review:9,G0-缺PDF原页记录:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,4a807c7436d83294ab40b5242df6060e50cc67742a402d585629046f5130a9da,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-bae40c6f072ab47f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,49,199-left,199,left,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,0,pending_hubei_official_plan_review:9,G1-缺湖北官方记录:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,f917bdf7622ec1c17a4aabdf0a6e53b37690c44469318efed6d5ef9270c1412c,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-002381781d01b4d1,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,50,199-left,199,left,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,0,school_source_seed_present_pending_manual_review:9,G2b-高校辅证种子待人工核验:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,2af09cf681fc402e3693c4c69ad8b0d21a3803d2ec3efc18913bafeb8d4464f1,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-ecb810c8506c70ca,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,51,199-left,199,left,04,冲突处理,冲突解释和处理,E3-冲突处理,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,0,9,pending_conflict_resolution:9,G3-冲突未处理:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,a2612edc9a4388a45fc44907f0d889cfa85c7aed0fc0853c6b9b63e541f71861,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-0a62343007a46228,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,52,199-left,199,left,05,双人复核,双人复核,E3-双人复核,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,0,pending_double_review:9,G4-双人复核未完成:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,808e90cad66a677d855fe85fe1b4fd69dd49b48fe7ca0cc9d0e51f39de32f09d,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-568d819bc311e613,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,53,199-left,199,left,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,0,9,blocked_missing_pdf:9,G5-三方一致性未闭环:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,6eeb7d269326fbf0d3e3cdf32412c7aa73c8c581471dbb7aceb480750634bde8,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-d03eacc9da132c7f,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,54,199-left,199,left,07,字段确认,字段确认,E5-字段确认,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,0,9,blocked:9,G6-字段确认未填写:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,db1bf9b58f1958b2da30b3853464a0b1a4d89d40efbbc542b69425e2518c1cd7,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-28536c0f2ce34bb9,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,55,199-left,199,left,08,写回评审,字段写回评审,E6-写回评审,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,0,9,blocked_until_required_evidence_closed:9,G7-写回评审建议未填写:9,P0-含双人复核缺口页列:9,R0-冲突字段双人核页优先:9,ece8ae35280c4207e43f6194c6516dc7d7fa8e93c716897d250495c446f03007,536c2a0d5467df7881cc9da9ad82237ece462a3346d73bab24d327ec884548e1,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-0d829edf046abccc,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,56,209-right,209,right,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,pending_pdf_page_review:6,G0-缺PDF原页记录:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,8474e4ecdc5ef16ec8223904f91d04ce05af59482ef4703c82060d03ed9656c0,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-58b2151cd2e6880a,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,57,209-right,209,right,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,pending_hubei_official_plan_review:6,G1-缺湖北官方记录:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,28e41e6dd76629c869a67e7223921bd4e278eb127df6eacec908075a7b3c8b59,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-0814c229a5c0d2a0,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,58,209-right,209,right,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,school_source_seed_present_pending_manual_review:6,G2b-高校辅证种子待人工核验:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,c67c4b9e82c8fddc626b6f8348cb13c6e5d2faa94b25c815ecaef814309ab9b8,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-565cc2857defb54c,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,59,209-right,209,right,04,冲突处理,冲突解释和处理,E3-冲突处理,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,pending_conflict_resolution:6,G3-冲突未处理:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,f797150d499dae02d49ca687bef6844f7dbbeae8ab2f9a52448d072c278bb275,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-29ff4429f9287cfa,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,60,209-right,209,right,05,双人复核,双人复核,E3-双人复核,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,6,0,pending_double_review:6,G4-双人复核未完成:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,858bb74802a7e6eb2ec221ee49dd980fb17741ce4f1be6853f65e1318bc27366,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-cd67c8c1d84d71b2,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,61,209-right,209,right,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked_missing_pdf:6,G5-三方一致性未闭环:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,0a07d4d92bf1e9c5b4c858c393bc766adaa4024967f106ec07fa6eb47eb48cb0,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-1b2cefa5bc2dae99,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,62,209-right,209,right,07,字段确认,字段确认,E5-字段确认,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked:6,G6-字段确认未填写:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,8aebe695f697b2e6a07941b06e3bc9db78098fcc84c0bac79abdc8263a64010f,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-fd73f8b01b18ceb4,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,63,209-right,209,right,08,写回评审,字段写回评审,E6-写回评审,6,6,2,2,1,专业计划数:2；再选科目:2；学费:2,0,6,blocked_until_required_evidence_closed:6,G7-写回评审建议未填写:6,P0-含双人复核缺口页列:6,R0-冲突字段双人核页优先:6,83ce4861f4f6a3ad080b80ddc4f701eb9bb0dc2135a76bd38a12af0a2364cceb,aaebd1e169576dd03ac4091bc37f13d4a4eed93404a51c99604c37fa716e37fc,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,FIRST-CLOSURE-REVIEW-HTML-209-right,d5d80ff32bf32c3dfaa19ab7e2924539b58d862306db70265cbfc85031d89081,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-7ddefa0a1f2bc265,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,64,226-left,226,left,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,pending_pdf_page_review:3,G0-缺PDF原页记录:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,e7d6de9a89841fed0d44fd6198490754a52b9334b71ab4236514b4821f4b7bbb,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-da873a8127e246d6,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,65,226-left,226,left,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,pending_hubei_official_plan_review:3,G1-缺湖北官方记录:3,P2-常规冲突字段页列:3,R1-冲突字段单人初核后抽检复核:3,74f0940787630f4968d88ae4315316805731d3d4a5e5adb13ca2e4806ee1361b,6766a0ad4be11d40fe5b4cc7ab35fb66bef8a3a2a5b0b68ad7a83e422b89be51,G0FIELD-PRIVATE-PAGE-226-left,abc71c328166506bfac1c155960e4929199d335a5962c47fd63b7adb833ed472,FIRST-CLOSURE-REVIEW-HTML-226-left,1746ce9f2e5b4c5913211eafdae9f110013a85874a4b7081cddb611027ab2090,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
